Value
0.001298
0.000974
-0.000279
-0.000839
-0.001139
-0.000077
0.001404
0.001300
0.000859
-0.000439
-0.000918
-0.001152
0.000200
0.001387
0.001177
0.000717
-0.000542
-0.000967
-0.000884
0.000785
0.001298
0.001075
-0.000027
-0.000879
-0.001085
-0.000391
0.001297
0.001313
0.000988
-0.000308
-0.000885
-0.001070
0.000432
0.001321
0.001220
0.000327
-0.000711
-0.001093
-0.000576
0.001249
0.001258
0.000860
-0.000438
-0.000960
-0.000911
0.000767
0.001347
0.001129
0.000101
-0.000797
-0.001120
-0.000373
0.001277
0.001236
0.000884
-0.000402
-0.000862
-0.001129
0.000207
0.001346
0.001201
0.000556
-0.000658
-0.000981
-0.000648
0.001118
0.001284
0.001022
-0.000093
-0.000847
-0.001087
0.000036
0.001354
0.001186
0.000681
-0.000568
-0.001009
-0.000994
0.000767
0.001273
0.001151
0.000126
-0.000821
-0.001096
-0.000227
0.001295
0.001165
0.000893
-0.000418
-0.000933
-0.001033
0.000491
0.001335
0.001202
0.000407
-0.000732
-0.001058
-0.000506
0.001157
0.001329
0.000769
-0.000488
-0.000983
-0.000931
0.000816
0.001303
0.001086
-0.000005
-0.000868
-0.001155
-0.000175
0.001311
0.001208
0.000838
-0.000466
-0.000912
-0.001067
0.000557
0.001333
0.001137
0.000287
-0.000742
-0.001064
-0.000595
0.001203
0.001281
0.001022
-0.000197
-0.000886
-0.001117
0.000019
0.001433
0.001247
0.000759
-0.000466
-0.000864
-0.001051
0.000444
0.001398
0.001183
0.000465
-0.000667
-0.001025
-0.000702
0.001014
0.001275
0.000894
-0.000334
-0.000847
-0.001086
0.000398
0.001335
0.001203
0.000325
-0.000679
-0.001028
-0.000431
0.001155
0.001229
0.000786
-0.000502
-0.000928
-0.000748
0.000995
0.001261
0.000973
-0.000262
-0.000829
-0.001063
0.000352
0.001402
0.001147
0.000435
-0.000701
-0.001026
-0.000598
0.001104
0.001293
0.000957
-0.000311
-0.000935
-0.000789
0.000856
0.001259
0.000956
-0.000196
-0.000838
-0.001057
0.000230
0.001380
0.001162
0.000429
-0.000684
-0.000984
-0.000717
0.001121
0.001301
0.000980
0.000062
-0.000781
-0.001087
-0.000238
0.001309
0.001184
0.000819
-0.000432
-0.000882
-0.001016
0.000509
0.001340
0.001212
0.000274
-0.000689
-0.001110
-0.000207
0.001264
0.001197
0.000755
-0.000553
-0.000912
-0.000991
0.000681
0.001370
0.001199
0.000183
-0.000808
-0.001047
-0.000585
0.001196
0.001329
0.001067
-0.000039
-0.000874
-0.001091
-0.000210
0.001394
0.001269
0.000817
-0.000351
-0.000899
-0.001076
0.000349
0.001384
0.001129
0.000577
-0.000596
-0.001011
-0.000872
0.000856
0.001332
0.001112
0.000064
-0.000811
-0.001102
-0.000099
0.001382
0.001203
0.000737
-0.000536
-0.000927
-0.001063
0.000529
0.001371
0.001252
0.000214
-0.000806
-0.001117
-0.000157
0.001290
0.001213
0.000525
-0.000654
-0.001035
-0.000563
0.001084
0.001174
0.000798
-0.000500
-0.000907
-0.001025
0.000536
0.001373
0.001178
0.000219
-0.000793
-0.001099
-0.000418
0.001244
0.001185
0.000891
-0.000244
-0.000843
-0.001049
0.000407
0.001343
0.001224
0.000240
-0.000786
-0.001034
-0.000404
